name_code	distribution
382610	Indo-Pacific: east coast of Africa (Zanzibar and Mafia Island, Tanzania) to Samoa, north to Ryukyu Islands, south to Queensland, Australia.
382611	Indo-Pacific: Red Sea to South Africa, eastward to the Pitcairn Islands, north to southern Japan, south to New South Wales, Australia. Not found in the Persian Gulf nor in Hawaii.
382612	Indo-West Pacific. Taiwan: South, Hsiaoliuchiu, Lanyu, Lyudao, East.
382613	Western Pacific. Taiwan: South, Hsiaoliuchiu, Penghu, North, West.
382614	Western Pacific: southern Korea, southern Japan, Ogasawara Islands, Taiwan, southern China, Malaysia, Singapore, Thailand, Andaman Islands, Indonesia, Philippines, Yap, Palau, Pohnpei, Solomon Islands, Papua New Guinea, Vanuatu, New Caledonia, and Austral
382615	Eastern Indian Ocean and Western Pacific: Andaman Islands, Thailand, Malaysia, Singapore, Indonesia, Viet-Nam, Ryukyus, southern and eastern China, Taiwan, South China Sea, Philippines, and Palau.  Taiwan: South, Hsiaoliuchiu, Lanyu, North, West.
382616	Indo-Pacific: Persian Gulf, Gulf of Oman, Pakistan, India, Sri Lanka, Burma, Andaman Islands, Thailand, Viet-Nam, southern China, Malaysia, Indonesia, Philippines, Australia, New Guinea, Vanuatu and New Caledonia.  Taiwan: South, Lanyu, Lyudao, East.
382617	Western Pacific east to islands of Micronesia and west to Cocos-Keeling Islands in the eastern Indian Ocean. Taiwan: South.
382618	Western Pacific: Southern Ryukyu Islands, Palau, Philippines, northern Indonesia, Papua New Guinea, northern Queensland and reefs off northwestern Western Australia.
382619	Western Pacific, east to islands of Micronesia and Samoa, west to West Australia and Cocos-Keeling island. Taiwan: South.
382620	French Polynesia to Andaman. Taiwan: South, Hsiaoliuchiu, Penghu, Lanyu, Lyudao, North, East, North-East, West.
382621	Western Pacific: Ryukyu Islands, the Philippines, and the North West Shelf, Western Australia.
382622	Fiji and the Caroline Island to India.  Taiwan: South.
382623	Indo-West Pacific: southern India, Sri Lanka, Andaman Islands, Thailand, southern and eastern coasts of China, Taiwan, Ryukyu, Philippines, Malaysia, Singapore, Indonesia and Northern Territory in Australia. Taiwan: South.
382624	Distributited in Indo- West Pacific, including Singapore, Thailand, China, Hong Kong, Taiwan, Philippines, and southern Japan. It is found in western and northern Taiwanese waters, and Penghu Islands.
382625	Distributed in Western Pacific from Taiwan to the Gulf of Thailand. It is a common species in Taiwan except eastern part.
382626	Distributed in Indo-Pacific, including South Africa, northward to Pakistan, India, Myanmar, Indonesia, northern New Guinea, Thailand, Philippines, and Taiwan. It is very rare and only found in Hualien, eastern Taiwanese waters.
382627	Distributed in the Indo-West Pacific from India to the Gulf of Thailand, north to Taiwan, south to northern Australia from Shark Bay around the northern coast to Adolphus Passage, Queensland. It is found in western Taiwanese waters, and Penghu Islands.
382628	Northwest Pacific, including Japan, Korea, China, and Taiwan. Possibly to the Philippines. It is found in northwestern Taiwanese waters, and Penghu Islands.
382629	Known only found in northern Taiwan. This new species is known only from the holotype and one paratype from Taiwan, collected with two specimens of <i>Sillago parvisquamis</i>, and one specimen of <i>Sillago sihama</i>.
382630	Northwest Pacific, including southern Japan and Taiwan. It is found in western Taiwanese waters.
382631	Distributed in the Indo-West Pacific from Red Sea and Knysna, South Africa to Japan and south to Australia. Reported from New Caledonia. Mediterranean sea: Turkey. It is a common species in Taiwan except eastern part.
382632	Southwest Pacific: endemic to eastern Australia, from Townsville in Queensland to the Gippsland Lakes in Victoria. Occurrence in Japan and Ryukyu Islands and Taiwan need verification.
382633	Indo-West Pacific: South Africa (with no records from Mauritius and R&#233;union) to India extending to Japan and northern Australia. Enters fresh waters of Zimbabwe and South Africa (Lower Zambezi, Lucuara River). Reported from New Caledonia
382634	Indo-West Pacific: Persian Gulf and along the coast of India eastward to the Philippines, northward to Japan and southward to Australia. Also recorded from the Gulf of Tadjourah, Djibouti
382636	Northwest Pacific: endemic to the Ryukyu Islands including the Amami Islands in Japan.
382637	Indo-Pacific: Japan to southeast Asia and eastern Indian Ocean.
382638	Indo-West Pacific: Red Sea and East Africa to the Indo-Malayan Archipelago and northern Australia.
382640	Western Pacific: Japan to Indonesia and northwestern Australia
382641	Western Pacific: East and South China seas. Also including northern part of the Philippi
382642	Northwest Pacific: northeastern part of South China Sea (Philippines excluded) northward to Japan
382643	Indo-West Pacific: Red Sea and East Africa to Japan, China, and Australia.
382644	Widespread in the Tropical and subtropical Indo-West Pacific from East Africa to the Hawaiian, Marquesan and Tuamoto islands, north to southern Japan. It is a common species in Taiwan.
382645	Widespread in all tropical seas of the world except the eastern Pacific Ocean; north to southern Japan. It is a very common species in Taiwan, especially in southern part.
382646	Widespread in the Tropical and subtropical Indo-West Pacific from South Africa to Micronesia; north to southern Japan. It is a common species in Taiwan.
382647	Widespread in the tropical and subtropical Indo-Pacific, from East Africa to the Marquesas Islands; north to southern Japan. It is a common species in Taiwan.
382648	Distributed in Western Pacific from Southern Japan to South China Sea. It is a very common species in Taiwan
382649	Widespread in the Indo-West Pacific from Red Sea, south to the southeastern coast of South Africa and east to New Caledonia and Vanuatu. It is a common species in Taiwan.
382650	Widespread in the tropical and subtropical Indo-West Pacific from South Africa to New Caledonia and Vanuatu; north to southern Japan. It is a common species in Taiwan.
382651	Widespread in the tropical and subtropical Indo-Pacific from South Africa to French Polynesia. It is a rare species in Taiwan.
382652	Widespread in Indo-West Pacific from the Persian Gulf to Indonesia, north to Hokkaido, Japan. Extralimital captures have been made from the Adriatic and off Hawaii. It is found in western and northern Taiwanese waters, and Penghu Is..
382653	Indo-West Pacific from the Persian Gulf to eastern Indonesia and northward to Japan. It is found in western and northern Taiwanese waters, and Penghu Is..
382654	Indo-West Pacific from the Indian ocean, north to East China Sea. It is very rare and only found in western Taiwanese waters.
382655	Northwest Pacific from the central Japan, East China Sea and Taiwan. It is found in Penghu Is., weastern Taiwan.
382656	Distributed in the Western Pacific from Yaeyama Islands, Japan south to Queensland, Australia and east to New Caledonia. It is very rare and only found in the rivers of eastern Taiwan.
382657	From Sumatra eastward through rest of Indonesia, New Guinea, and Vanuatu to the Solomon Islands; north to the Philippines, Taiwan and Japan. It is very rare and only found from freshwater to brackish-water regions of rivers in southwestern Taiwan.
382658	Widespread in the Indo-Pacific from Red Sea and East Africa to southern Japan, New Guinea and Arafura Sea. Reported from Vanuatu. Migrated to the Mediterranean from the Red Sea via the Suez Canal. It is commonly found from freshwater to brackish-water reg
382659	Widely distributed in Indo-Pacific from Red Sea and East Africa to Samoa, north to southern Japan, south to the Arafura Sea, Australia, and Lord Howe Island. Also in India. Widely around coral reefs in Taiwan.
382660	Widely distributed in Indo-West Pacific from East Africa, Madagascar, Seychelles, Red Sea, Arabian Peninsula, Persian Gulf to India and Andaman Islands; and southeast Asia. Reaches south to the Arafura Sea and northern Australia. It is found in western an
382661	In the Indian Ocean reported from Mauritius, and in the West Pacific Ocean, reported from Taiwan Okinawa and Kyushu-Palau Ridge. It has been found in Hsiaoliuchiu, sourthwestern Taiwan.
382662	In the Atlantic Ocean from the Bahamas, Caribbean Sea and off southern Brazil and in the Pacific Ocean from Cheju Do Island (south of Korean Peninsula). It has been found in eastern Taiwan.
382663	Distributed in the Indo-West Pacific from Red Sea, Mozambique channel, Saya- de Malha Bank, Chagos Islands, Andaman Sea, Northwest and North Australia, South China Sea, East China Sea, Tasman Sea, Philippines, Taiwan  and southern Japan. It is mainly foun
382664	Throughout tropical and temperate waters of the world. It is common in waters around Taiwan.
382665	Distributed in the Indo-West Pacific. It is found in southwestern, southern and northeastern Taiwanese waters, and Penghu Islands.
382679	Distributed in the Indo-West Pacific. It is a common species in Taiwan except eastern part.
382680	Distributed in the Indo-West Pacific from India east to Indochina, then north to Japan and China to the Philippines, Indonesia and Australia. It is found in southwestern and northeastern Taiwanese waters, and Penghu Islands.
382681	Distributed in the northwest Pacific from Japan to Taiwan. It is found in southwestern and northeastern Taiwanese waters, and Penghu Islands.
382682	Distributed in the western Pacific from southern Japan to the South China Sea except Ryukyu Islands. It is a common species in Taiwan except eastern part.
382683	Distributed in the western Pacific from Bali Strait to Timor. Reported from Taiwan, Malaysia, New Caledonia. It is found in southwestern and northeastern Taiwanese waters, and Penghu Islands.
382684	Distributed in the Northwest Pacific from southern Japan to the South China Sea, excluding the Ryukyu Islands. It is found in northeastern Taiwanese waters.
382685	Distributed in the Indo-West Pacific from  Japan and the Ryukyu Islands to the East China Sea. Also found in Indonesia. It is found in southwestern and northeastern Taiwanese waters.
382687	The sailfish is highly migratory species, widely distributed in the tropical and temperate waters of the Pacific and Indian oceans. This species shows a strong tendency to come close to the shore, even though a few individuals have been caught in the cent
382688	The black marlin is highly migratory species, distributed throughout the tropical and subtropical waters of the Pacific and Indian oceans where the main population and the spawning grounds occur, but it occasionally also enters temperate waters. Stray ind
382689	The blue marlin is highly migratory species, distributed throughout the tropical and subtropical waters of the Pacific and Indian Oceans. It is the most tropical billfish species and is common in equatorial waters.
382690	The shortbill spearfish is highly migratory species, occurred mainly in the tropical, subtropical and temperate waters of the Pacific and Indian Oceans and is thought to be strong oceanic, rarely entering coastal waters. Although some stray individuals ar
382691	The striped marlin is highly migratory species, occurred mainly in the tropical, subtropical and temperate waters of the Pacific and Indian Oceans. The distribution in the Pacific Ocean is unique among billfishes in that it forms a horseshoe-shaped patter
382692	The swordfish is highly migratory species, cosmopolitan in tropical, temperate and sometimes cold waters of all oceans, including the Mediterranean Sea, the Sea of Marmara, the Black Sea, and the Sea of Azov. Mt DNA restriction analysis reveal that geneti
382693	Indo-Pacific: East Africa to Rapa and Ducie Islands, north to southern Japan and the Hawaiian Islands, south to the Lord Howe Island; Eastern Pacific: southern Gulf of California to Peru Taiwan: South,Hsiaoliuchiu, Penghu, Lanyu, Lyudao, North, East, Nort
382694	Indo-West Pacific: southern Japan to the South China Sea.  Taiwan: South, North-East, West.
382695	Indo-West Pacific: Persian Gulf and Red Sea, through the northern Indian Ocean to the South China Sea, north to southern Japan and south to the Indo-Australian Archipelago and New Caledonia.  Taiwan: North-East.
382696	Indo-West Pacific: eastern Indian Ocean, southern Japan, to Taiwan, New Caledonia. Taiwan: South, North-East, West.
382697	Western Pacific: southern Japan to the South China Sea, Queensland, and New Caledonia Taiwan: North-East.
382698	Indo-Pacific: western Indian Ocean, Ryukyu Islands, the Philippines, Flores Sea, Banda Sea, Palau, western Australia, northern Great Barrier Reef, and the Fiji Islands. Taiwan: Nan-Sa.
382699	Indo-Pacific: western Indian Ocean, including the Red Sea, to southern Japan, Indo-Australian Archipelago, and Tonga Islands. Taiwan: South.
382700	Indo-Pacific: in tropical waters, from South Africa to Hawaii and Easter Island; north to southern Japan and south to Lord Howe Island. Taiwan: South, Hsiaoliuchiu, Lanyu, Lyudao, North, East.
382701	Indo-West Pacific: definitely recorded from Inhambane, Mozambique; throughout the Indian Ocean to Java, Sumatra, Viet-Nam, Philippines, Taiwan, South Korea, Japan, and Lord Howe Island Taiwan: South, Hsiaoliuchiu, Lyudao, North, East, West.
382702	Indo-Pacific: throughout the Indian Ocean, including the Red Sea and the Persian Gulf to Hawaiian, Marquesan, and Society islands, north to southern Japan, south to Lord Howe Island; throughout Micronesia.  Taiwan: South, Hsaioliuchiu, Penghu, Lanyu, Lyud
382703	Eastern Atlantic: Gulf of Guinea round the Cape to Natal, South Africa. Western Atlantic: Florida, USA and northern Gulf of Mexico to Brazil. Indo-Pacific: off the eastern coast of Africa and off India and Sri Lanka to Japan. Taiwan: South, North-East.
382704	Indo-West Pacific: Bay of Bengal, northwestern Australia, South China Sea, China, Taiwan, Japan, Viet Nam, and Aru Islands, Indonesia. Taiwan: South, Penghu, West.
382705	Northwest Pacific: Taiwan. Southwest Pacific: Lord Howe Island. Possibly occurring in the Western Central Pacific.
382706	Northwest Pacific: southern Japan and Taiwan Taiwan: South, Penghu, West.
382707	Northwest Pacific: Japan, Formosa Strait, northern part of the South China Sea.  Taiwan: South, West.
382708	Northwest Pacific. Taiwan: South, West.
382709	Indo-Pacific: East Africa, throughout the Indian Ocean and Indo-Australian Archipelago south to Australia and New Caledonia, north to southern Japan. Taiwan: South, Penghu, North-East, West.
382710	Western Pacific  Taiwan: North-East.
382711	Indo-West Pacific: Maldives, Philippines, Borneo, northern and northwestern Australia, Coral Sea, Taiwan, and southern Japan. Taiwan: North-East.
382712	Northwest Pacific: Japan to Taiwan. Taiwan: North, North-East, West.
382713	Western Pacific: Con Son, Viet Nam and Taiwan. Taiwan: West.
382714	Western Pacific: southern Japan to the South China Sea and Taiwan. Taiwan: West.
382715	Western Pacific: southern Japan and Taiwan to the Indo-Australian Archipelago.  Taiwan: West.
382716	Indo-West Pacific: including East Africa and Japan. Taiwan: Penghu, West.
382717	Western Pacific: Taiwan to northwestern Australia and Papua New Guinea. Taiwan: West.
382718	Western Central Pacific: South China Sea. Taiwan: West.
382719	Indo-West Pacific: southern Japan, Taiwan, Indo-Australian Archipelago and Natal, South Africa. Taiwan: West.
382720	Indo-West Pacific: southern Japan, southern Indonesia to northwest Australia, and New Caledonia. Taiwan: North-East.
382721	Northwest Pacific: southwestern and northeastern coasts of Taiwan Taiwan: North-East, West.
382722	Western Pacific: southern Japan to the South China Sea. Also known from Darwin to North West Cape, Australia; southern Indonesia. Taiwan: North-East, West.
382723	Western Pacific: southern Japan, southern Indonesia, and northwestern Australia  Taiwan: North-East, West.
382724	Northwest Pacific: Kochi Prefecture, Japan to Taiwan. Taiwan: North-East, West.
382725	Western Pacific: Japan to the Kei Islands, Arafura Sea (Indonesia). Taiwan: South, Dongsha.
382726	Indo-West Pacific: South China Sea through Taiwan, Shanghai, Tunghai and Pohai to Korea and Japan.  Taiwan: Penghu, West.
382727	Indo-West Pacific: Persian Gulf to Sri Lanka, eastward to Indonesia, southern China, Taiwan, Thailand, the Philippines, and southern Japan.  Taiwan: North, West.
382728	Indo-West Pacific: off Pakistan, the west coast of India and Sri Lanka, Indonesia, the Philippines, Japan, and the north and east coasts of Australia.  Taiwan: West.
382729	Northwest Pacific: South China Sea through Taiwan, Tung-hai, and Chefoo to Pusan in Korea. Taiwan: West.
382730	Northwest Pacific: Hokkaido, Japan to the South China Sea. Questionable from the Western Central Pacific. Taiwan: South, Penghu, West.
382731	Northwest Pacific: Japan to the South China Sea. Taiwan: North-East.
382732	Northwest Pacific: Korea and southern Japan to the Yellow Sea and South China Sea. Taiwan: North, West.
382733	Indo-West Pacific: Persian Gulf to Taiwan. Taiwan: South, Hsiaoliuchiu, Penghu, North-East, West.
382734	Indo-West Pacific: East Africa, Pakistan and India to the Malay Archipelago and the Philippines. Taiwan: South.
382736	Indo-West Pacific: India eastward to the Malay Archipelago and the South China Sea, southward to the Philippines and northwest Australia; eastward to New Guinea  Taiwan: South.
382737	Western Pacific: southern Japan and South China Sea. Taiwan: South, Hsiaoliuchiu, Penghu, North, East, West.
382738	Western Pacific: Philippines, through Celebes, to the Timor Sea. Also reported from Taiwan Taiwan: South.
382739	Indo-Pacific: Red Sea and east coast of Africa south to Durban (South Africa) eastward to the Philippines, north to southern Japan, south to New Guinea and northeastern Australia. Taiwan: South, North, North-East, West.
382740	Indo-West Pacific: southern Oman, India, Indonesia and Philippines. Taiwan: South, Hsiaoliuchiu, Penghu, North, East, North-East, West.
382741	Western Pacific: China to Australia.  Taiwan: North, West.
382742	Western Pacific: Japan and Korea to Taiwan and Papua New Guinea. Taiwan: North, West.
382743	Northwest Pacific: Suruga Bay, Japan to the Yellow and East China seas. Taiwan: South, North, West.
382744	Indo-Pacific: off Delagoa Bay, Maldives, Japan, Philippines, and Hawaii. Taiwan: South.
382745	Western Pacific: Japan, Sakhalin, Kuril Islands, Korean Peninsula to the South China Sea. Taiwan: Penghu, North, West.
382746	Indo-West Pacific: Persian Gulf and eastern coast of Africa eastward to the coast of India and East Indies; northward to southern Japan, through East China Sea, eastward to Fiji and southward to northern coast of Australia. Taiwan: Penghu, North, West.
382747	Western Pacific: South China Sea north to China and Japan; also from the Philippines. Taiwan: Hsiaoliuchiu, Penghu, North, West.
382748	Northwest Pacific: Taiwan. Taiwan: West in Taiwan
382749	Indo-West Pacific: Nicobar Islands throughout most of the Indo-Australian Archipelago to southern Japan and northeast Australia. Taiwan: South, Penghu, West.
382750	Indian Ocean: throughout the region including the Red Sea and Persian Gulf; south to Algoa Bay in South Africa. Western Pacific: Taiwan southward to New Guinea and extending to the northeastern coast of Australia. Taiwan: South.
382751	Western Pacific: Kochi Prefecture, Japan to the South China Sea. Taiwan: South, West.
382752	Indo-West Pacific: east Indian Ocean, throughout the Indo-Australian Archipelago to the South China Sea. Taiwan: South,West.
382753	Northwest Pacific: southern Japan to the South China Sea. Taiwan: South, North-East, West.
382754	Northwest Pacific: Japan to Taiwan. Taiwan: South, North-East, West.
382755	Western Pacific: Japan, Korea, and Indo-China. Taiwan: South, Penghu, North, North-East, West.
382756	Western Pacific: Taiwan and the South China Sea to Australia.  Taiwan: South, West.
382757	Western Pacific: China to Taiwan. Taiwan: Penghu, North, West.
382758	Northwest Pacific: Pacific coast of Japan, Sea of Japan, Yellow Sea, Gulf of Po-Hai, East China Sea to Taiwan. Taiwan: North-East, West.
382759	Northwest Pacific: Southern Hokkaido southward, Korean Peninsula, Yellow Sea, Gulf of Po-Hai and East and South China seas. Taiwan: Penghu, North, North-East, West.
382761	Western Indian Ocean: Kenya to Natal, South Africa. Unconfirmed record from Taiwan. Taiwan: West.
382762	Northwest Pacific: Japan, Taiwan, and China near Hainan. Reported from the Philippines. Taiwan: South, North-East, West.
382763	Indo-West Pacific: Indian Ocean, Taiwan, and Timor; northwestern Australia. Taiwan: West.
382764	Indo-West Pacific: Red Sea and East Africa to Japan and Australia. Taiwan: Penghu, West.
382765	Western Pacific: Japan and Taiwan to New South Wales, Australia. Taiwan: North.
382766	Indo-West Pacific: throughout Indian Ocean to Taiwan, South China Sea, Philippines, Indonesia, northern Australia, Great Barrier Reef, and New Caledonia.  Taiwan: Penghu, West.
382767	Western Pacific: South China Sea. Taiwan: South, North-East, West.
382768	Western Pacific: Japan and Taiwan. Recently reported from the Chesterfield Islands. Taiwan: West.
382769	Indo-Pacific: East Africa to the Society and the Hawaiian islands. Taiwan: South, Hsaioliuchiu.
382770	Indo-West Pacific: Red Sea, Mozambique, South Africa, India and Japan.  Taiwan: South, Penghu, North-East, West.
382771	Western Central Pacific: Kei Islands. Philippines. southern Japan. Taiwan: West.
382772	Western Pacific: Chiba and Niigata Prefectures in Japan to the South China Sea. Taiwan: Penghu, West.
382775	Western Pacific: Tanegashima, Japan to the South China Sea. Taiwan: South.
382776	Indo-West Pacific: Laccadives, Singapore, Indonesia, Philippines, China, Taiwan and Japan. Taiwan: South, Penghu, North, West.
382777	Indo-West Pacific: Sodwana Bay, Porto Amelia (Mozambique) and Japan. Taiwan: South, Hsiaoliuchiu, North, North-East.
382778	Indo-Pacific: Sri Lanka east to Samoa and Tonga, north to Japan, south to Onslow.  Taiwan: South, Penghu, West.
382779	Western Pacific: Korea and Japan to the East China Sea.  Taiwan: West.
382780	Indo-Pacific: including the northern China Sea, Gulf of Thailand, the Philippines and southward to Indonesia. Taiwan: West.
382781	Indo-Pacific: India to Samoa; north to southern Japan; south to New South Wales; Mariana and Marshall Islands in Micronesia. Taiwan: South, Penghu, Lanyu, North, West.
382782	Indo-West Pacific: Mozambique Channel to Natal, South Africa.  Taiwan: South.
382783	Northwest Pacific: Guangdong, China. Taiwan: North, West.
382784	Indo-West Pacific: Red Sea and Persian Gulf to the west coast of India and Sri Lanka eastward extending to Malaysia and Thailand, northward to China and southward to Australia. Taiwan: South, West.
382785	Indo-West Pacific: Gulf of Thailand, to northern China Sea, southern Japan, Philippines, and southward to Borneo, and Indonesia.  Taiwan: Penghu, North, North-East, West.
382786	Widely distributed in the Indo-Pacific from East Africa to the Hawaiian Islands, north to Japan, south to Australia. It is found in southwestern and norteasthern Taiwanese waters, and Siao Liouciou.
382787	Distributed in the western Pacific from Sagami Bay, Japan to the East China Sea and Taiwan; Chesterfield Islands. It is found in southwestern and northeastern Taiwanese waters, and Penghu Is..
382788	Endemic to Tachia River of middle Taiwan, found in elevation higher 1500m and water temperature lower than 15oC.
382789	Inhabit in the eastern Pacific, introduced to Japan in end of 19th century, fertilized eggs was imported from Japan to Taiwan in middle of 20th century, and aquaculture had been well developed in northern and middle Taiwan. Rainbow trout had been introduc
382790	Northwest Pacific: Sagami Bay and Nagasaki Prefecture, Japan southward to China. Recently reported from New Caledonia.
382791	Western Pacific: Japan (from Matsushima Bay and Niigata Prefecture southward) and southern coast of the Korean Peninsula. Recently reported from the Chesterfield Islands.
382792	Northwest Pacific: Taiwan.
382793	Northwest Pacific: Japan, Taiwan and the Uwa Sea.
382794	Indo-West Pacific: southern Japan, Taiwan and East China Sea. Specimens recorded from Indonesia, the Arafura Sea and northwestern Australia are probably new species.
382795	Indo-West Pacific: Indian Ocean to southern Japan and Taiwan.
382796	Indo-Pacific: East Indies to the Line, Marquesan, and Austral Islands; north to southern Japan; throughout Micronesia.
382797	Indo-Pacific: East Africa to the Tuamoto Islands, north to southern Japan and the Ogasawara Islands, south to the Great Barrier Reef.
382798	Distributed in the Indo-Pacific from southern Japan and the Gulf of Thailand to India and Africa. It is found in northern Taiwanese waters and Penghu Is., western Taiwan.
382799	Distributed in the Indo-Pacific from Red Sea and East Africa to the Hawaiian, Marquesan and Tuamoto islands, north to southern Japan and the Ogasawara Islands, south to Australia and New Zealand. It is a common species in Taiwan except eastern part.
382800	Distributed in the Indo-West Pacific from East Africa to Japan and the Ogasawara Islands, south to northern Australia, including the Arafura Sea. It is a common species in Taiwan except eastern part.
382801	Northwest Pacific: known only from the Kumanonada Sea, Japan. Described from juvenile specimen(s) and is likely to be conspecific with one of the other species in the area.
382802	Indo-West Pacific: in the region northwards to southern Japan.
382803	Northwest Pacific: southern Japan, Taiwan to the East China Sea.
382804	Indo-West Pacific: Indonesia and northwestern Australia; also from Japan and Taiwan.
382805	Indo-West Pacific: Red Sea and East Africa to the Solomon Islands, north to southern Japan, south to Australia.
382806	Western Pacific: Philippines, Borneo, Moluccas, Papua New Guinea, New Caledonia, Palau, and Yap Island to Ishigaki Island. Range extended to Mentawai Islands (Indonesia) and Taiwan.
382807	Indo-West Pacific: southern Arabian Sea and Bay of Bengal through Malaysia, Indonesia to Bali and Celebes, Gulf of Thailand, Viet Nam, Hong Kong, Taiwan and southern Philippines. Also reported from the Arafura Sea. Records from the northern Arabian Sea, P
382808	Northwest Pacific: Japan, China Sea to Taiwan.
382809	Indo-West Pacific: widespread, from Sri Lanka and India north to southern Japan, Taiwan; south to the Philippines; South China Sea; Gulf of Thailand; Indonesia; Papua New Guinea; the Arafura Sea; Australia from Cockburn Sound, Western Australia to Moreton
382810	Indo-West Pacific: Persian Gulf and the Mascarenes to the Philippines, north to Taiwan, southern Japan, south to northern Australia.
382811	Indo-West Pacific: southern Japan, Taiwan, South China Sea, Philippines, Indonesia, northwest shelf of Australia and Andaman Sea.
382812	Western Pacific: southern Japan, Taiwan, South China Sea, Philippines, northwest shelf of Australia through Timor and Arafura seas.
382813	Indo-West Pacific: Red Sea and East Africa to the Philippines, Taiwan, north to southern Japan and Korea, south to northern Australia. Introduced into the eastern Mediterranean Sea.
382814	Western Pacific: East China Sea and South China Sea, Taiwan to the Northwest Shelf of Australia, Timor Sea, Coral Sea, and Botany Bay, New South Wales.
382815	Indo-West Pacific: Broome (Australia), the Arafura Sea and northwards. Also known from southern Japan, Papua New Guinea, Philippines and Taiwan and India.
382816	Western Pacific: Ryukyu Islands to northern Australia (including Western Australia) and New Caledonia; Taiwan.
382817	Indo-West pacific: Persian Gulf, northern Indian Ocean, Malaysia, Gulf of Thailand, Indonesia, Philippines, Taiwan, Northwest Shelf of Australia to Gulf of Carpentaria and Coral Sea. Absent from the Red Sea and eastern coast of Africa.
382818	Northwest Pacific: Taiwan and Thailand.
382819	Indo-West Pacific: southern India and Sri Lanka to Malaysia, Gulf of Thailand, Hong Kong, Taiwan, Indonesia, Philippines, the Arafura Sea, Northwest Shelf of Australia to Coral Sea.
382820	Northwest Pacific: southern Japan and East China Sea to Taiwan.
382821	Indo-Pacific: East Africa to the Marshall Islands and Fiji. Northwards to Taiwan and Ryukyu Islands, including Mariana, Marshall, and Caroline islands
382822	Indo-West Pacific: South Africa to Persian Gulf, Sri Lanka, southern India, Gulf of Thailand, Hong Kong, Taiwan, Philippines, Celebes, Irian Barat, Arafura Sea, northern Queensland, and the Solomons.
382823	Indo-Pacific: Red Sea and East Africa to the Marquesan Islands, north to the Ryukyu Islands, Taiwan, south to northern Australia.
382824	Northwest Pacific: southern Japan and East China Sea to Taiwan.
382825	Western Indian Ocean. Western Pacific.
382826	Indo-West Pacific: Andaman Sea to Fiji, north to Japan, south to Australia. Replaced by Ablabys binotatus in the western Indian Ocean
382827	Indo-West Pacific: Red Sea and the Persian Gulf south to Natal, South Africa and east to India and the Philippines, north to China and Japan, south Australia.
382828	Indo-West Pacific: Gulf of Oman to Philippines and Taiwan. Also reported from the Arafura Sea
382829	Northwest Pacific: southern Japan and Taiwan.  Reported from Malaysia
382830	Indo-Pacific: Mauritius, Reunion, Maldives and Sri Lanka  to the Society Islands, north to southern Japan, south to Scott Reef; throughout Micronesia.
382831	Indo-West Pacific: Red Sea and East Africa to Samoa, north to southern Japan and the Ogasawara Islands, south to Australia and Lord Howe Island.
382832	Indo-West Pacific: southern Japan to Hong Kong. A new record for Indonesia
382833	Atlantic, Indian and Pacific: in tropical and temperate waters. Eastern Atlantic: tropical western Africa. Western Atlantic: Gulf of Mexico to Suriname.
382834	Indo-West Pacific: northwestern Australia, the Arafura Sea (Ref. 9819) and elsewhere in the region.
382836	Northwest Pacific: Japan, Taiwan and the East China Sea.
382838	Indo-West Pacific: Thailand to Vanuatu, north to the Ryukyu Islands, Taiwan and southeast China.
382839	Indo-West Pacific: Japan, Taiwan and East China Sea.
382840	Indo-West Pacific: Indian Ocean to Taiwan, Philippines, Indonesia, the Arafura Sea and Western Australia.
382841	Western Indian Ocean: South Africa, Mauritius, Reunion. Pacific Ocean: Ryukyu Islands, Taiwan, and from the Society, Cook, Marquesan, Tuamoto, Pitcairn and Hawaiian islands.
382842	Indo-West Pacific: Durban, South Africa northwards; also in Red Sea, Arabian Sea, eastward to Gulf of Thailand and Taiwan. Reported as likely at Seychelles but Randall and van Egmond 1994 believe otherwise.
382843	NULL
382844	Indo-West Pacific: Papua New Guinea, Taiwan, the Arafura Sea and Indonesia.
382845	Western Pacific: southern Japan south to Hong Kong, the Philippines and New Caledonia.
382846	Northwest Pacific: southern Japan to Taiwan.
382847	Inhabit demersal marine environment; depth range 11 - 46 m.
382848	Western Pacific: Indonesia, Taiwan and Philippines.
382849	Western Pacific: Indonesia and Taiwan.
382850	Indo-West Pacific, Taiwan.
382851	Indo-West Pacific: Taiwan to Japan.
382852	Northwest Pacific: Taiwan and Japan.
382853	Western Pacific: Taiwan.
382855	Indo-Pacific: East Africa to the Ducie Islands, north to Ryukyu Islands, south to Rapa; Belau(Palau) and Marshall Islands in Micronesia.
382856	Indo-Pacific: East Africa to the Society Islands, north to Izu Islands, south to Australia; throughout Micronesia.
382857	Indo-West Pacific: Taiwan, Shark Bay, Australia northward.
382858	Western Pacific: Philippines, Taiwan, the East Indies and Hawaii and New Zealand.
382859	Indo-Pacific: Japan, Taiwan to Hawaii.
382860	Indo-West Pacific: Mauritius and Reunion to the Philippines and Taiwan.
382861	Indo-West Pacific: known only from few specimens taken from the Ryukyu Islands, Celebes, Ambon, Viet Nam, Taiwan and Madras.
382862	Indo-Pacific: East Africa to Marquesan and Mangar&#233;va islands,  Taiwan, north to southern Japan, south to Queensland, Australia and Kermadec and Austral islands; throughout Micronesia.
