name_code	diagnosis
383164	Disc very broad, its length 1.67 in its width. Snout short, 2.4 in head, forms pointed lobe at low level in front. Eyes not visible from above. 2.2snout. Spiracles large, deep, open laterally. Nostrils confluent with mouth, free hind edge of valve fringed. Teeth with broad median row and 3 narrow lateral rows each side. Gill openings small, subequal. One dorsal fin, small, origin nearly opposite ends of ventral bases. Ventrals about twice as long as wide, outer angle rounded, hind margin a broad curve from the outer angle to the end of the base. Pectorals subfalciform. Tail long, slender, whiplike; no caudal spine. Speclmen in formalin black brown, with five or six narrow bands of lighter, bluish. Whitish below.
383165	Disc nearly twice as wide as long. Head broad, flat, truncate. Snout very broad. Rostral fins fins distinct from the pectorals, directed forward. Pectorals falciform, anterior margin convex, posterior concave. Eyes lateral. Mouth width 3 in disc length. Teeth minute rasp-like, on the lower jaw only, occupying the entire width of the jaw. Gill openings transverse. One dorsal fin,its origin a little forward of the bases of the pectorals. Ventrals small. Posterior margin rounded, not reaching to the ends of the pectorals. Tail longer than disc length. Specimen in formalin dark brown on the back. Under surface whitish.
383166	Disc very broad, 1.8 as wide as long, anterior margins convex, posterior margins concave. Head broad, flat. Rostral fins moderate, distinct from the pectorals, directed forward and rolled outward. Eyes lateral, prominent. Mouth inferior. Teeth on both jaws, small, numerous, in pavement. Spiracles under the front of Pectoral. One dorsal fin, its base of posterior ends reached the posterior angles of pectoral. Tail longer than disc length, without caudal spine. Specimen in formalin brown above, whitish below.
383167	Disc very broad, nearly 1.7 as wide as long, anterior margins slightly convex. Posterior concave, angles acute, narrowly rounded at the apex. Head broad flat. Mouth wide inferior. Rostrum short, broad. Rostral fins moderate, distinct from the pectorals. Teeth on both jaws, small numerous, extending th the angles of the mouth. One dorsal fin. Origin of the dorsal a little in advance of the beginnings of the ventrals. Tail twice as long as body; rough, with a series of small white tubercles along each side; slender whiplike, with a serrated spine. Specimen in formalin dark dusky brown above; whitish below.
383169	Disc broad, its width nearly 1.7 in length; anterior margin slightly convex, posterior slightly concave. Snout broad, subtruncate with a cephalic fin in front. Eyes small, lateral, prominent. Spiracles twice long as eye. Nostrils large, confluent with mouth, free hind nasal valves fringed. Mouth transverse, little arched. Teeth in pavement, median 4 times wider than long. One dorsal fin, small rounded on upper margins, its insertion far behind the ventrals by a distance about twice its base. Ventrals short, broad, rounded behind. Pectorals extend forward to the side of head and end at the mouth corners. Tail long, slender, with two serrated spine behind dorsal. Specimen in formalin black brown on the back. Lower surface whitish. Body smooth.
383170	Disc broad. Head prominent. Rostral fins detached from the pectorals, forming a produced, free and flexible lobe in front of each orbit, not produced in front of the middle of the head. Snout width subequal with interorbital, with shallow median notch. Eyes round, pupil erect. Spiracles large, close behind eye. Teeth seven rows in each jaw, median row more than 3 times as wide as long, cutermost row of teeth smallest, wide as long. Gill openings moderate, equidistant, last smallest. One dorsal fin, its origin above the ends of the ventral bases, and a serrated spine immediately behind dorsal. Ventrals rather long, narrow, end in obtuse inner lobe. Tail long, slender, whiplike. Specimen in formalin grey above, whitish below.
383175	Disc subcircular, less than half total length, wider than lond. Snout short. Mouth small, transverse, included by a deep fold of the skin. Eyes small, 4to 5 in snout, prominent. Spiracles larger than the eyes, immediately behind the orbits, with a smooth raised border, without papillae. Nostrils small, anterior valves confluent, free behind the median attachment and extending back over the teeth. Teeth small, rhomboid. Gill openings small. One dorsal, small, rounded, base behind the bases of ventrals. Ventrals distinct, without an outer angle, margin rounded, origin below the pectorals. Tail short, as long as disc, with a fold at each side. Caudal fin large, rounded. Specimen in formalin dark brown above, nearly uniform; whitish below, with light brown margin.
383186	Disc broader than long, anterior margins smoothly and slightly convex, posterior margins broadly rounded. Snout nearly 1.4 in head/ end of snout with a small expansion, terminating in a short, slender filament. Eyes small, 7.0 to 7.4 in snout. Spiracles smaller than eyes, a short distance behind eyes. Mouth straight, corners of its mandible smoothly arched forward. Teeth small, with a roundish base and a pointed tip. Gill openings small. Dorsal side smooth, with numbers minute sensory pores, without denticles. Dorsal absent. Tail slender, slightly compressed dorsoventrally in the anterior portion, rounded in the mid-potion, slightly compressed in the distal potion. Two leg-like appendages, compressed, with one articulation in the midway, with an inner edge of the terminal segment scalloped, corresponding to the tips of three radical cartilages. Specimen in formalin blackish-brown on the dorsal and ventral. Mouth pale. Leg-like appendage pale.
383188	Disc subcircular, wider than long, with broadly roundly angles. Head broad, depressed. Snout very blunt, short, 1.3 to 1.75 in head. Nostrils small. Nearly transverse, connected with the mouth by a deep groove; anterior narial valve extended upon but not crossing the internarial space; hind nasal valve with outer section large, curves around outer end of nostril. Eyes small, 4.5 to 5.6 in snout. Spiracle moderate, close to the eyes, close to the eyes, with cartilage each side, without folds. Mouth nearly straight; teeth very small. Rostral cartilages short, wide, not extended half space from skull to snout end. Gill openings small, equidistant, last shortest. Two dorsals, equal, length of base of the first dorsal about one third the distance behind the bases of the ventrals. Ventrals broad, close to the pectorals. Pectorals very wide extending to the tip of the snout. Tail slender, about half of the total length, with lateral fold. Caudals rather small, truncate, depth less than one third its length. Scales minute, compact, with scattered enlarged granules above the body cavity, around each of the twenty or more small tubercles in the vertebral series, around each of those in the two pairs on each shoulder, in the pair above each spiracle and around each of the single ones at the front of the orbit. Specimen in formalin dark olive-brown above, with pale translucent space each side of and between rostral cartilages. Under surfaces whitish, or clouded with olive beneath the hinder parts of the pectorals, the ventrals and the tail.
383190	Disc subtriangular, longer than wide. Snout long, bluntly pointed, the margins a little concave, 2.0 to 2.3 in disc length; rostral ridges rather narrow, more or less separated throughout their length. Eyes 5.0 to 5.3 in snout. Nostrils moderately long, oblique, 1.5 to 1.6 in mouth; anterior valve extending inwards nearly as far as level of inner edge of nostril. Mouth nearly straight, 3.3 to 3.5 in snout. Two dorsal. First dorsal behind ventral base greater than interdorsal. Ventrals close to the pectorals. Tail depressed, with lateral fold; caudal small, subcaudal weak, without a lobe. Skin covered with minute denticles, smooth to the touth; a series of rudimentary tubercles in median line of back. Specimen in formalin black-brown above, whitish below.
383192	Disc subtriangular longer than wide, Snout short, acuminate, blunted, 2.1 to 2.5 in disc length; rostral ridges rather broad, narrowly separated anteriorly, diverging little posteriorly. Eyes 4.6 to 4.9 in snout. Nostrils moderately long, oblique, 1.6 to 1.8 in mouth, anterior valve extending inwards to level of inner nostril edge or little beyond, not reaching the mouth. Spiracles smaller than eye, immediately behind eyes, a prominent fold on the margin. Mouth 2.8 to 3 in snout, somewhat arched in the middle. Two dorsals. First dorsal origin distance behind ventral base greater than interdorsal. Pectorals rather narrow. Ventrals close to the pectorals. Tail depressed, caudal small, subcaudal portion weak and without a lobe. Skin covered with minute denticles; series of very small blunt tubercles in median line of back. Specimen in formalin black brownish with blackish brown spots, sometimes forming oval or rounded rings on the back, whitish tinted with olive below. Dorsals and caudal uniform brown. Distribution:China, Japan, Taiwan.
383193	Disc subtriangular longer than wide. Snout elongate, 1.4 to 1.5 in head, bluntly pointed. Rostral cartilages strong; ridges distinct to near the end, converging more rapidly in the third of their length nearest the skull. Spiracles close behind eyes, with two prominent fold on hind edge. Norstrils large, oblique; anterior valve moderate, inner of sections broader, extend halfway from lobe to inner nostril edge and then turned forward; posterior valve larger than outer, inner section much wider than the outer. Mouth slightly waved. Teeth smooth, rhomboid. Gill openings moderate, equidistant. Two dorsals. The origin of first dorsal a distance behind base of pelvics greater than that between the two dorsals. Tail depressed, with lateral fold. Caudal moderate, subcaudal without lobe. Specimen in formalin uniform brown above, dorsals and caudal dark brown, lateral fold pale. Under surface whitish.  Distribution: Arabia, Philippines, Taiwan, Japan, Korea.
383194	Disc subtriangular, larger than wide. Snout elongated, narrow, pointed, half the length of disc. Rostral cartilages long, trough-like. Nostrils wide, oblique, narrower and curved back toward the mouth on inner ends; valves feebly developed, anterior with a short rounded lobe, posterior with the outer section and the elongate lobe continuous and the inner section narrow and short. Mouth with moderately developed labial folds and labial cartilages, arched in the middle, with large teeth on the arches. Teeth smooth, rhomboid. Spiracles close behind eyes with two folds. Gill openings nearly equidistant, short. Row of small tubercles along each supraorbital edge, interrupted by division of spiracle. Two dorsals, moderate, angles produced, hind margins deeply concave. First dorsal origin over ventral origin. Interspace between dorsals nearly 3 length of second dorsal base. Pectorals small, not extended opposite nostrils. Ventrals small, narrow, hind angle produced. Tail depressed, with lateral fold. Caudal axis slightly raised, subcaudal lobe prominent. Median row of small vertebral tubercles down back, two short series on each shoulder. Specimen in formalin gray above, with white spots, surrounded by blackish ring. One black spot, as large as spiracle, above each end of shoulder girdle. Under surface grayish brown, anterior part of snout dark brown.
383197	Disc rhomboid, broadly rounded, front edges waved,  outer and hinder angles rounded. Snout forms narrow triangular point in front. Mouth with three papillae. Teeth with rather narrow triangular cusp; upper lip with fringed edge, lower with rather large pleats; nostrils small.(Fowler) Spiracles large, deep. Gill openings small, equidistant. No dorsal fin. Ventrals short, broad, front and hind rays subequal. Caudal fin short, rounded behind. Tail short, 1.3 to 1.5 in disc length, with caudal spine. Uniform brown above, whitish below.
383199	Snout moderately long, narrowly parabolic, preoral snout somewhat greater than mouth width but shorter than distance from mouth to pectoral origins; bladelike unicuspidate teeth in upper and lower jaws, with lowers much larger than uppers. Two dorsal fins with large spines; first dorsal fin relatively low and long; second dorsal moderately large, as high as first, with base about 3/4 length of first dorsal base, and spine origin over inner margins of pelvic fins; distance from first dorsal insertion to origin of second dorsal spine about as long as tip of snout to pectoral midbases in adults; free rear tips of pectoral fins formed into a narrow, angular but only moderately elongated lobe that reaches the level of first dorsal spine, inner margins slightly shorter than distance from second dorsal spine to caudal origin. No anal fin. Lateral trunk denticles partly overlapping each other, with thick pedicels elevating flat, leaflike crowns, a strong main cusp and a pair of lateral cusps on their posterior edges in adults.
383200	Snout moderately long, broadly parabolic, preoral snout equal or greater than mouth width but shorter than distance from mouth to pectoral origins; bladelike unicuspidate teeth in upper and lower jaws, with lowers much larger than uppers. Two dorsal fins with large spines; first dorsal fin very low and long; second dorsal moderately large, nearly as high or slightly higher than first, with base about 1/2 to 3/5 length of first dorsal base, and spine origin over inner margins of pelvic fins; distance from first dorsal insertion to origin of second dorsal spine about as long as tip of snout to pectoral midbases in adults and subadults; caudal fin with a shallowly concave to weakly notched posterior margin in adults and subadults. No anal fin. Lateral trunk denticles not overlapping each other, blocklike, with crowns sessile on bases and without pedicels, crowns elongated and longitudinally rhomboidal in adults, with a strong main cusp and no lateral cusps on their posterior edges in adults.
383201	Snout moderately long and parabolic, preoral snout greater than mouth to pectoral origins; bladelike unicuspidate teeth in upper and lower jaws, with lowers much larger than uppers. Two dorsal fins with large spines, first dorsal fin fairly high and short; second dorsal very small, half height of first dorsal or less, and spine origin well behind rear tips of pelvic fins; distance from first dorsal insertion to origin of second dorsal spine greater than distance from tip of snout to pectoral insertions in adults; free rear tips of pectoral fins formed into narrow, angular and greatly elongated lobes that reach well beyond the level of first dorsal spine, inner margins equal or longer than distance from second dorsal spine to caudal origin; caudal fin with a deeply notched postventral margin in adults. No anal fin. Lateral trunk denticles not overlapping each other, blocklike, with crowns sessile on bases and no pedicels, crowns broad, squared or vertically rhomboidal in adults, with a strong main cusp and no lateral cusps on their posterior edges.
383202	Snout moderately long, broadly parabolic, preoral snout somewhat less than mouth width and considerably shorter than distance from mouth to pectoral origins; bladelike unicuspidate teeth in upper and lower jaws, with lowers much larger than uppers. Two dorsal fins with large spines, first dorsal fin fairly low and long; second dorsal moderately large, about as high as first, with base about 3/4 length of first dorsal base, and spine origin over inner margins of pelvic fins; distance from first dorsal insertion to origin of second dorsal spine about as long as tip of snout to pectoral insertions in adults and subadults; free rear tips of pectoral fins formed into moderately broad, angular and slightly elongated lobes that fall in front of the level of first dorsal spine, inner margins considerably shorter than distance from second dorsal spine to caudal origin; caudal fin with a nearly straight posterior margin in adults and subadults. No anal fin. Lateral trunk denticles not overlapping each other, blocklike, with crowns sessile on bases and without pedicels, crowns longitudinally elongated and teardrop-shaped in adults, with a strong main cusp and no lateral cusps on their posterior edges.
383203	The snout is moderately long, broadly parabolic, and the preoral snout is almost equal to the mouth width but shorter than the distance from mouth to pectoral origins; the upper anterolateral teeth are with erect to semioblique cusps. The first dorsal fin is relatively low and long; the second dorsal is moderately large, as high or higher than the first with a base of about 2/3 in length of the first dorsal base, and the spine origin is about over the rear tips or inner margins of pelvic fins; the distance from the first dorsal insertion to the origin of second dorsal spine is about as long as the tip of the snout to pectoral midbases in adults. The free rear tips of pectoral fins form broad angles, not expanded into the elongated lobes and not reaching to the level of first dorsal spine, the inner margins are shorter than the distance from second dorsal spine to caudal origin. The caudal fin is with a shallowly concave postventral margin in adults. The lateral trunk denticles overlap one another, with slender pedicles elevating flat, leaflike crowns, a strong main cusp and 3 or more pairs of lateral cusps on their posterior edges in adults (lateral cusps increase from a pair in young species with denticle replacement upon growth).
383204	Snout rather long, narrowly parabolic, preoral snout greater than mouth width and about equal to distance from mouth to pectoral origins. Bladelike unicuspidate teeth in upper and lower jaws, with lowers much larger than uppers. Two dorsal- fin with large spines, first dorsal fin moderately high and short, second dorsal moderately large, nearly as high as first, with base about 3/4 length of first dorsal base, and spine origin over rear tips or inner margins of pelvic fins; distance from first dorsal insertion to origin of second dorsal spine about as long as tip of snout to pectoral insertions in adults and subadults; free rear tips of pectoral fins formed into narrow, angular and elongated lobes that reach well beyond the level of first dorsal spine, inner margins about equal to distance from second dorsal spine to caudal origin; caudal-fin with a strongly notched posterior margin in adults and subadults. No anal fin. Lateral trunk denticles not overlapping each other, blocklike, with crowns sessile on bases and without pedicels, crowns broad and transversely rhomboidal in adults, with very short cusps on their posterior edges.
383205	Extremely long snout. Compressed cutting teeth in both jaws. Two dorsal- fin with grooved dorsal fin spines, first dorsal fin long and low, origin over bases of pectoral fins; distance from origin of first dorsal spine to first dorsal rear tip much greater than distance from free rear tip to second dorsal spine. No anal fin. No subcaudal keel on underside of caudal peduncle. Denticles fairly small, crown length about 0.5 mm long. Colour grey-brown.
383206	The body is stout and compressed. The preoral snout is moderately long, about 3/5 of distance from the mouth to pectoral origins; mouth is extremely short and very broad arched, less than on third as long as wide. The seond dorsal fin is slightly larger than the first; the pectoral apices when laid back fall well anterior to the first dorsal spine origin. The caudal peduncle is short, the distance from second dorsal insertion to upper caudal origin is about as long as the distance from eye to the third gill slits. The lateral trunk denticles are wide-spaced sparse on body, which is almost naked, conical and with hooked cusps. Colour is uniform blackish, the size is moderate (adults are about 44 cm).
383207	A moderate-sized, short-and blunt-snouted shark. Anterior nasal flaps short; snout broadly conical, rounded, and short; gill openings moderately broad and about equally wide; lips very thick, fringed or pleated, not suctorial; teeth very different in upper and lower jaws, uppers small, with narrow, hooked, needle-shaped cusps and no cusplets, lowers very large, bladelike, interlocked, with broad, erect, triangular cusps, small distal blades, and serrated edges; tooth rows 16 to 21/17 to 20. Two almost equal-sized spineless dorsal fins; first dorsal origin somewhat behind free rear tips of pectoral fins, first dorsal insertion well anterior to pelvic origins, closer to pectoral bases than pelvics; second dorsal origin about over middle of pelvic bases; pectoral fins with short, broadly rounded free rear tips, not broadly lobate or acute and elongated; caudal fin asymmetrical, not paddle-shaped, upper lobe long, lower lobe very short or virtually absent, subterminal notch well-developed. No anal fin. No precaudal pits or lateral keels on caudal peduncle. Dermal denticles with low flat, ridged, unicuspid crowns, not pedicellate. Cloaca without a luminous gland. Colour greyish to black orblackish brown, sometimes violet with black spots.
383209	A fairly stout-bodied lanternshark with a moderately long tail. Head width about equal to preoral snout; prespiracular length about 1.8 times distance from spiracles to pectoral origins; gill openings moderately long, considerably wider than spiracle, 1/3 eye length or less; bladelike unicuspidate teeth in lower jaw and teeth with cusps and less than 3 pairs of cusplets in upper jaw. Two spined dorsal fins. Origin of first dorsal fin slightly behind free rear tips of pectoral fins, first dorsal base considerably closer to pectoral bases than pelvics; interdorsal space short, about as long as head; second dorsal fin much larger than first and over twice its area; distance between second dorsal base and upper caudal origin about 1.5 in interdorsal space; caudal fin moderately long, length of dorsal caudal margin slightly less than head length. No anal fin. Lateral trunk denticles with slender, hooked conical crowns, arranged in regular longitudinal rows on entire dorsolateral surface from snout tip to sides of caudal fin, giving shark and engraved appearance; snout partially naked on anterolateral surfaces; no rows of greatly enlarged denticles on flanks above pectoral fins. Distal margins of fins largely naked but not highly fringed with naked ceratotrichia. Colour brown above, with underside of snout and abdomen abruptly black, with an elongated narrow black mark running above, ahead and behind pelvic fins, and other elongated black marks at caudal fin base and along its axis.
383210	Small and slender, with a moderately elongate caudal peduncle and with flank denticles mostly arranged in regular rows. The base of the pelvic flank markings is inserted in advance of the origin of the second dorsal-fin spine, the anterior branch is shorter than the posterior branch, and the caudal marking is longer than the precaudal marking. Light brown above, black below, with a pale stripe on side and a black streak above and behind pelvic fins; belly luminous.
383211	A fairly slender-bodied lanternshark with a moderately short tail. Head width about equal to preoral snout; prespiracular length slightly greater than distance from spiracles to pectoral origins; gill openings rather long, much wider than spiracle, 1/2 eye length or less; bladelike unicuspidate teeth in lower jaw and teeth with less than 3 pairs of cusplets in upper jaw. Two spined dorsal fins, origin of first dorsal fin about opposite or slightly behind free rear tips of pectoral fins, dorsal fin base much closer to pectoral bases than pelvics; interdorsal space fairly long, nearly or quite as long as distance from snout tip to pectoral insertions; second dorsal fin much larger than first, but with area less than twice that of first. No anal fin, caudal fin moderately short and broad, length of dorsal caudal margin slightly less than head length. Lateral trunk denticles with truncated, hollow, sessile, low crowns, not thorn or bristle-like, wide-spaced but not arranged in regular longitudinal rows; snout covered with denticles; no rows of greatly enlarged denticles on flanks above pectoral fins. Distal margins of fins largely covered with skin, not fringed with naked ceratotrichia. Colour: blackish-brown above, with an obscure broad black mark running above, in front and behind pelvic fins.
383212	Black flank marking on side of tail base with short truncated posterior lobe; additional oval dark marking near base of caudal fin, but no transverse marking across midlength of caudal fin.
383213	Small size, cigar-shaped body. Snout moderately short, about length of eye; eyes anterior on head but sufficiently far back to lack an extensive anterior binocular field; teeth in 31 to 37/25 to 31 rows, lowers triangular-cusped and without blades. Small, spineless dorsal fins far posterior on back. lnterdorsal space over twice first dorsal base, space between second dorsal insertion and upper caudal origin over twice second dorsal base; second dorsal height about equal to first; pectoral fins subquadrate, pelvic fins larger than dorsal fins; caudal fin large and nearly symmetrical, with a long ventral caudal lobe over 2/3 length of dorsal caudal margin. No anal fin. Vertebral count: 81-89. Spiral valve count: 8-10. Colour: a prominent dark collar-marking over branchial region.
383214	Head is rather low and flat; the snout is rather narrow and long, and the preoral length is greater than the mouth width and almost equal in distance from lower symphysis to the first gill slits; The mouth is fairly narrow, short and transverse; postoral grooves are very long, much longer than upper labial furrows; gill slits are rather short, the longest and is less than half the eye length. Pectoral fins are fairly broad and leaf-shaped; apices of pectoral fins fall well in front of the first dorsal spine; pelvic fins are small, about equal to the second dorsal fin; the caudal fin is with a strong subterminal notch and a short lower lobe. The lateral trunk denticles are with cross- ridges on crowns. The caudal peduncle is long, and the distance from second dorsal base to upper caudal origin about equal to second dorsal base. Distribution:  Literature:.
383215	Spindleshaped body, long, bulbously conical, snout. Anterior nasal flaps very short; snout very long, bulbously conical but slightly pointed, length about half head length and about equal to distance from mouth to pectoral fins; gill openings very small, uniformly wide; lips thin, not fringed, pleated or suctorial; teeth strongly different in upper and lower jaws, uppers small, with narrow, acute, erect cusps and no cusplets, no bladelike, lowers much larger, bladelike, interlocked, with a high, moderately broad, nearly erect cusp and distal blade, edges not serrated; tooth rows 22 to 23/16 to 21. First dorsal fin with a spine, covered by skin or not, but second dorsal without a spine; first dorsal fin well anterior, origin about opposite inner margins or free rear tips of pectoral fins, insertion well anterior to pelvic origins and loser to pectoral bases than pelvics; second dorsal fin much larger than first, base about twice as long as first dorsal base; origin of second dorsal fin over fron half of pelvic bases; pectoral fins with short, narrowly rounded free rear tips and inner margins, not expanded and acute or lobate; caudal fin nearly symmetrical, paddle-shaped, with a short upper and long lower lobe and a strong subterminal notch. No precaudal pits or midventral keels, but with low lateral keels on caudal peduncle. No anal fin. Dermal denticles flat and blocklike, not pedicellate, no posterior cusps on flat, depressed crowns. Cloaca normal, not expanded as a luminous gland. Colour blackish or blackish-brown with conspicuously light-margined fins.
383216	Large sharks with cylindrical bodies without abdominal ridges. Head moderately depressed; fifth gill slits abruptly expanded in width; spiracles present, very small, well behind eyes; nostrils far apart from each other; snout short; mouth broadly arched, with very short labial furrows that do not encircle mouth; teeth alike in both jaws, strongly compressed and blade-like, with a cusp and up to 3 side cusplets in adults, but with a cusp only in young. Two small spineless posterior dorsal fins, both smaller than the pelvic fins, situated close together, the origin of the first dorsal fin behind the pelvic-fin origin; anal fin absent; caudal fin without a subterminal notch. Dermal denticles moderately large to very large, thorn-like. Intestine valve of spiral type. Colour: greyish brown dorsally, pale to white below.
383217	Anterior nasal flaps greatly elongated as long, prominent mandarin-like nasal barbels that reach mouth; snout flattened, short, and broadly rounded, length less than 1/3 head length and much less than distance from mouth to pectoral origins; gill openings moderately broad and about equally wide. In both jaws, bladelike, interlocked, with a single oblique cusp and distal blade on a low crown and root, upper teeth slightly smaller than lowers, edges smooth; tooth rows 26 or 27/22 or 26. Both dorsal fins with long, stout, ungrooved spines; first dorsal origin just behind free rear tips of pectoral fins, insertion well in front of pelvic origins and slightly closer to pectoral bases than pelvics; second dorsal origin about over free rear tips of pelvics; second dorsal fin about as large as first; pectoral fins with short, narrowly rounded free rear tips; caudal fin asymmetrical, not paddle-shaped, upper lobe long, lower lobe rather short but present, subterminal notch absent or very weak. No precaudal pits; lateral keels present on caudal peduncle. Dermal denticles with low, pedicellate, tricusped and triridged flat crowns. Colour: grey-brown above, whitish below, fins with conspicuous white margins.
383218	Body fairly stout. Snout parabolic-rounded, broad, and moderately long, preoral snout about 1.0 to 1.3 times mouth width; eyes nearer the snout tip that the first gill slits; nostrils closer to snout tip than mouth; tricuspidate lateral denticles, no white spots, oblique-cusped cutting teeth in both jaws. Two dorsal fins with ungrooved, very large spines, first dorsal fin height over 3/4 of its length from origin to base. First dorsal spine origin over pectoral inner margins, pelvic midbases about equidistant between first and second dorsal bases; pectoral fins broad and semifalcate, posterior margins slightly concave, rear tips narrowly rounded; no subterminal notch on caudal fin, no anal fin. Colour: no white spots present on sides of body, dorsal fins with white edges, caudal without dark markings.
383219	Body fairly slender. Snout angular, broad-based but narrow-tipped, and very long, preoral snout about 1.5 to 1.9 times mouth width, eyes closer to first gill slits than snout tip; nostrils closer to mouth than snout tip. Two dorsal fins with ungrooved, large spines, first dorsal fin height less than 2/3 of its length from origin to base. First dorsal spine moderately long, much less than fin base; second spine long, slightly lower than fin; first dorsal fin anteriorly situated, with fin origin over pectoral inner margins and spine origin over or slightly behind pectoral rear tips; second dorsal markedly smaller than first; pectoral fins broad and semifalcate; pelvic midbases about equidistant between first and second dorsal bases; caudal fin narrow-lobed and long, with long ventral lobe and strongly notched postventral margin. No anal fin. Precaudal pits strong. Lateral trunk denticles tricuspidate and with weakly scalloped posterior borders in adults. Colour: no white spots present on sides of body, dorsal fins with white edges, caudal without dark markings.
383220	Body fairly slender. Snout subangular, slightly pointed, fairly broad, and moderately long, preoral snout about 1.3 to 1.4 times mouth width; eyes closer to snout tip than first gill slits; nostrils closer to snout tip than mouth. Two dorsal fins with ungrooved large spines, first dorsal spine origin in front of pectoral rear tips, first dorsal spine somewhat shorter than dorsal fin base. First dorsal spine moderately long, about half fin base and with tip falling short of apex of fin; second spine long, somewhat higher than fin, but less than 6% of total length; first dorsal moderately high, height about half length from origin to rear tip; second dorsal markedly smaller than first, with height less than 6% of total length; pectoral fins fairly wide but falcate, posterior margins moderately concave, rear tips angular and pointed; pelvic midbases closer to first dorsal base than second; caudal fin narrow-lobed and moderately long, with a long ventral lobe and strongly notched postventral margin. No subterminal notch on caudal fin, no anal fin. Precaudal pits well-developed. Lateral trunk denticles small, lanceolate and unicuspidate in adults. Colour: grey or dark brown above, lighter below, without spots, dorsal fins with black tips and white edges but these are often inconspicuous in adults.
383221	Body elongate and fairly stout. Snout and head broad, snout parabolic; anterior nasal flap moderately wide; distance from tip of snout to inner corner of nostril slightly greater than that from inner corner of nostril to upper labial furrow; spiracle large, halfmoon-shaped; mouth only very slightly arched. Teeth alike in both jaws, small, compressed, and with a single cusp deeply notched and outward end strongly oblique. Skin smooth, denticles on sides of body broad and tricuspidate in young and adults. Two dorsal fins with ungrooved large spines, first dorsal spine origin in front of pectoral rear tips, first dorsal spine much shorter than fin base, first dorsal low and less than 2/3 as high as long; origin of first dorsal-fin spine over pectoral-fin inner margins and well in front of their rear tips; second dorsal fin much smaller than first; pectoral fins fairly broad and semifalcate, free rear tips of pectoral fins narrowly rounded, posterior margins of fins slightly concave; midbases of pelvic fins closer to second dorsal fin insertion than first dorsal-fin insertion. Caudal peduncle flattened below, with an obscure longitudinal keel low down on each side; Precaudal pits strong. Caudal fin without a subterminal notch. Colour: no white spots present on sides of body, fins with white edges but without conspicuous dark markings.
383222	Body depressed, trunk moderately narrow. Anterior nasal barbels usually simple and with a narrow, tapering tip. Posterior margin of anterior nasal flaps between nasal barbells and tips weakly fringed or with a triangular lobe. Distance from eye to spiracle less than 1.5 times of eye diameters. Dermal folds on each side of head possibly with a triangular lobe. Pectoral fin with narrowly subabgular free rear tips. Spines present on midline of back and tail, and on snout and between eyes small. Without ocelli on body.
383223	Body depressed, trunk moderately narrow. Anterior nasal barbells simple and with a narrow, spatulate tip. Posterior nasal flaps between nasal barbells and tips weakly fringed or smooth. Distance between eye and spiracle less than 1.5 times eye diameter. Dermal folds on each side of head without triangular lobes. Pectoral fin with rounded free rear tips. Spines present on midline of back and tail from head to dorsal fins and between the fin bases, and on snout and above eyes. Body without ocelli.
383224	Body depressed, trunk fairly broad. Anterior nasal barbells simple and with a narrow, tapering tip. Posterior margin of anterior nasal flaps between nasal barbells and tips weakly fringed or smooth. Distance between eye and spiracle less than 1.5 times eye diameter. Dermal folds on each side of head with two triangular lobes. Position of 1st dorsal origin about opposite rear tips of pelvics. Pectoral fin with broadly rounded free rear tips. Small spines present on midline of back and tail from head to dorsal fins and between the fin bases, and on snout and above eyes. Body without ocelli.
383225	Head broad, depressed, width somewhat greater than its length. Snout and interorbital as seen above flattened, with slight median depression. Eyes small, about once its diameter distant from profile of head, 1/4 on interorbital. Mouth wide, slightly arched, with double folds in front of each angle of lower jaw. Inner nasal barbell spatulate, ramose at tip, its inner basal portion with fringed expansion. Outer nasal barbell narrow. Teeth strong, awl-shaped, slightly curved and directed inward toward throat, three functional series in each jaw. Dorsal small, subequal, first dorsal origin nearer bases of ventrals than origin of caudal. Origin of first dorsal fin usually about opposite pelvic rear tips. Pectoral fins rather long and low, free rear tips narrowly subangular. Large spines present on midline of back and tail from head to dorsal fins and between fin bases, also present on snout and above eyes. Without ocelli on body.
383227	Eight pairs of gill pouches and gill apertures, the latter arranged in a stright line and are well spaced; dental formula:(9-10)+3/2+(9-10), total cuspids 48-50; slime pores: 13+(7-8)+(54-56)+13.  Description: Color of live and preserved specimens dark purplish-brown, no light colored patches over the ocular area, whitish mid-dorsal stripe absent, gill apertures without pale margins; averae preocular length 5.99%, branchial length 6.97%, trunk length 52.32%, tail length 14.28%, tail depth 8.74%; ventral and caudal finfolds well developed; nasal-sinus papillae absent.
383228	Diagnostic characters: Five pairs of gill pouches,  gill apertures closely spaced in a straight line; branchial slime pores absent; 3/3-cusp multiicusps. Description: dental formula: 10+3/3+10; slime pores: 26+0+(45-47)+(7-8); prebranchial length 35%-36%, branchial length 2.6%-3.3%, trunk 49%-51%, tail length 11%-14%; Body light brown; eye spot absent; tail round, caudal fanfold slightly greater than mid-body depth; maximum body length about 470mm.
